117,"3. JARDIM GLÓRIA",2017-08-31,5718.2,CONTACTB,HISTORICO,"infraestrutura JD. GLÓRIA 08/2017"
120,"13. JARDIM BELA VISTA",2017-08-31,840,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA 08/2017"
116,"3. JARDIM GLÓRIA",2017-05-31,1936.68,CONTACTB,HISTORICO,"infraestrutura JD. GLÓRIA 05/2017"
119,"13. JARDIM BELA VISTA",2017-04-30,6886.24,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA 04/2017"
118,"13. JARDIM BELA VISTA",2017-03-31,6683.5,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA 03/2017"
115,"3. JARDIM GLÓRIA",2017-02-28,58900.23,CONTACTB,HISTORICO,"infraestrutura JD. GLÓRIA 02/2017"
60,"3. JARDIM GLÓRIA",2016-10-31,235000,CONTACTB,HISTORICO,"infraestrutura JD. GLORIA MÊS 10/2016"
69,"13. JARDIM BELA VISTA",2016-10-31,16710.88,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 10/2016"
68,"13. JARDIM BELA VISTA",2016-09-30,4999.99,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 09/2016"
59,"3. JARDIM GLÓRIA",2016-07-31,1000,CONTACTB,HISTORICO,"infraestrutura JD. GLORIA MÊS 07/2016"
67,"13. JARDIM BELA VISTA",2016-07-31,6110.57,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 07/2016"
58,"3. JARDIM GLÓRIA",2016-06-30,1000,CONTACTB,HISTORICO,"infraestrutura JD. GLORIA MÊS 06/2016"
66,"13. JARDIM BELA VISTA",2016-06-30,7518.93,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 06/2016"
57,"3. JARDIM GLÓRIA",2016-05-31,1635.46,CONTACTB,HISTORICO,"infraestrutura JD. GLORIA MÊS 05/2016"
65,"13. JARDIM BELA VISTA",2016-05-31,7262.5,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 05/2016"
64,"13. JARDIM BELA VISTA",2016-04-30,5675,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 05/2016"
63,"13. JARDIM BELA VISTA",2016-03-31,6118.56,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 03/2016"
62,"13. JARDIM BELA VISTA",2016-02-29,1760,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 02/2016"
61,"13. JARDIM BELA VISTA",2016-01-31,13036.15,CONTACTB,HISTORICO,"infraestrutura JD. BELA VISTA MÊS 01/2016"
